File:      TAMURAHW.DAT                                                         
Status:    19950628                                                             
Contents:  Tidal potential catalogue of Tamura (1987) transformed into HW95     
           normalization and format by Hans-Georg Wenzel, May 1995.
           Darwin names added in June 1995.             
                                                                      
Reference: Tamura, Y. (1987): A harmonic development of the tide
             generating potential. Bulletin d'Informations
             Marees Terrestres No. 99, 6817-6855, Bruxelles 1987.
                                                                                
                                                                                
Format of the file:                                                             
                                                                                
Col.  1...  6: sequence number (1...1200). The end of this file is marked
               by a sequence number of 999999.                                      
Col.  7...  9: body generating the potential. MO = Moon, SU = Sun,              
               ME = Mercury, VE= Venus, MA = Mars, JU= Jupiter,                 
               SA = Saturn, FM = quadrupole moment of the Earth on Moon,        
               FS = quadrupole moment of the Earth on Sun.
Col. 10... 11: l = degree of the spherical harmonic development.                
Col. 12... 14: m = order  of the spherical harmonic development,                
               equal                                                            
               k1 = integer argument number for the mean local Moontime,        
                    period 24 hours 50 min.                                     
Col. 15... 17: k2 = integer argument number for the mean longitude of the       
                    Moon, period 27.3 days.                                     
Col. 18... 20: k3 = integer argument number for the mean longitude of the       
                    Sun, period 365.25 days.                                    
Col. 21... 23: k4 = integer argument number for the mean longitude of the       
                    lunar perigee, period 8.8 years.                            
Col. 24... 26: k5 = integer argument number for the negative mean longitude     
                    of the lunar ascending node, period 18.6 years.             
Col. 27... 29: k6 = integer argument number for the mean longitude of the       
                    solar perigee, period 20942 years.                          
Col. 30... 32: k7 = integer argument number for the mean longitude of Mercury,  
                    period 88 days.                                             
Col. 33... 35: k8 = integer argument number for the mean longitude of Venus,    
                    period 225 days.                                            
Col. 36... 38: k9 = integer argument number for the mean longitude of Mars,     
                    period 1.88 years.                                          
Col. 39... 41: k10= integer argument number for the mean longitude of Jupiter,  
                    period 11.86 years.                                         
Col. 42... 44: k11= integer argument number for the mean longitude of Saturn,   
                    period 29.4 years.                                          
Col. 45... 56: fr=  frequency of the tidal wave at J2000 in degree per hour.    
Col. 57... 68: C0 = COS-coefficient of the tidal potential in                   
                    10**-10 m**2/s**2. The C0 coefficient has to be multiplied  
                    with the COS of the argument.                               
Col. 69... 80: S0 = SIN-coefficient of the tidal potential in                   
                    10**-10 m**2/s**2. The S0 coefficient has to be multiplied  
                    with the SIN of the argument.                               
Col. 81... 90: C1 = t*COS-coefficent of the tidal potential in 10**-10          
                    m**2/s**2 per Julian century. The C1 coefficient has to     
                    be multiplied with the time difference between the epoch    
                    and J2000 (in Julian centuries) and with the COS of         
                    the argument.                                               
Col. 91...100: S1 = t*SIN-coefficent of the tidal potential in 10**-10          
                    m**2/s**2 per Julian century. The S1 coefficient has to     
                    be multiplied with the time difference between the epoch    
                    and J2000 (in Julian centuries) and with the SIN of         
                    the argument.                                               
Col.102...105: nam= Darwin name of the tidal wave (for very few main tidal      
                    waves available only).                                      
                                                                                
number    l  m  k  k  k  k  k  k  k  k  k  k  frequency           C0          S0        C1        S1
   473    2  1 -1  2  0  1  0  0  0  0  0  0 14.02737929          0.   14565337.        0.        0.     
   474    2  1 -1  2  0  2  0  0  0  0  0  0 14.02958569          0.     979182.        0.        0.     
   475    2  1 -1  3 -2  0 -1  0  0  0  0  0 14.05695593          0.    -135998.        0.        0.     
   476    3  1 -1  3 -1  0 -1  0  0  0  0  0 14.06159775     106236.          0.        0.        0.     
   477    2  1 -1  3  0 -1 -1  0  0  0  0  0 14.06403315          0.     135998.        0.        0.     
   478    2  1 -1  3  0  0 -1  0  0  0  0  0 14.06623956          0.   -4406320.        0.        0.     
   479    2  1 -1  3  0  1 -1  0  0  0  0  0 14.06844597          0.     339994.        0.        0.     
   480    2  1 -1  4 -2  0  0  0  0  0  0  0 14.09802653          0.   -1251177.        0.        0.     
   481    2  1 -1  4 -2  1  0  0  0  0  0  0 14.10023294          0.    -258395.        0.        0.     
   482    2  1 -1  4  0  0 -2  0  0  0  0  0 14.10730624          0.    -203996.        0.        0.     
   483    2  1  0 -3  1 -1  1  0  0  0  0  0 14.37128357          0.    -380793.        0.        0.     
   484    2  1  0 -3  1  0  1  0  0  0  0  0 14.37348998          0.   -1808767.        0.        0.     
   485    2  1  0 -2 -1 -2  0  0  0  0  0  0 14.40086021          0.     122398.        0.        0.     
   486    3  1  0 -2  0 -1  0  0  0  0  0  0 14.40770843    -295100.          0.        0.        0.     
   487    2  1  0 -2  1 -2  0  0  0  0  0  0 14.41014384          0.     503191.        0.        0.     
   488    2  1  0 -2  1 -1  0  0  0  0  0  0 14.41235025          0.   -8554245.        0.        0.     
   489    2  1  0 -2  1  0  0  0  0  0  0  0 14.41455665          0.  -37807316.        0.        0. NTAU    
   490    2  1  0 -1 -1 -1  1  0  0  0  0  0 14.44413722          0.    -135998.        0.        0.     
   491    2  1  0 -1 -1  0  1  0  0  0  0  0 14.44634363          0.    -598389.        0.        0.     
   492    2  1  0 -1  0 -1  0  0  0  0  0  0 14.44877707          0.     163197.        0.        0.     
   493    2  1  0 -1  0  0  0  0  0  0  0  0 14.45098348          0.     870384.        0.        0.     
   494    3  1  0 -1  0  0  1  0  0  0  0  0 14.45098544    -141648.          0.        0.        0.     
   495    2  1  0 -1  1  0  1  0  0  0  0  0 14.45562726          0.    1985564.        0.        0.     
   496    2  1  0 -1  1  1  1  0  0  0  0  0 14.45783366          0.     489591.        0.        0.     
   497    2  1  0  0 -1 -2  0  0  0  0  0  0 14.48299749          0.    2352757.        0.        0.     
   498    2  1  0  0 -1 -1  0  0  0  0  0  0 14.48520390          0.  -26818715.        0.   -13600. LK1x    
   499    2  1  0  0 -1  0  0  0  0  0  0  0 14.48741031          0. -144878180.        0.    67999. LK1   
   500    3  1  0  0  0 -2  0  0  0  0  0  0 14.48763931     354120.          0.        0.        0.     
   501    3  1  0  0  0 -1  0  0  0  0  0  0 14.48984571  -11532501.          0.    11804.        0. 
   502    2  1  0  0  0  0 -1  0  0  0  0  0 14.49205016          0.    -190397.        0.        0.     
   503    3  1  0  0  0  0  0  0  0  0  0  0 14.49205212   78000785.          0.    59020.        0. M1      
   504    2  1  0  0  0  0  1  0  0  0  0  0 14.49205408          0.    -503191.        0.        0.     
   505    3  1  0  0  0  1  0  0  0  0  0  0 14.49425853  -10092414.          0.    11804.        0.     
   506    2  1  0  0  1 -1  0  0  0  0  0  0 14.49448753          0.   11641390.        0.    27200.        
   507    3  1  0  0  0  2  0  0  0  0  0  0 14.49646493     153452.          0.        0.        0.     
   508    2  1  0  0  1  0  0  0  0  0  0  0 14.49669393          0. -402974314.        0.   176797. NO1 
   509    4  1  0  0  1  0  0  0  0  0  0  0 14.49669393          0.     136695.        0.        0.     
   510    2  1  0  0  1  1  0  0  0  0  0  0 14.49890034          0.  -80864138.        0.   -13600. NO1x   
   511    2  1  0  0  1  2  0  0  0  0  0  0 14.50110675          0.    2271159.        0.        0.     
   512    3  1  0  0  2  0  0  0  0  0  0  0 14.50133575     118040.          0.        0.        0.     
   513    2  1  0  1 -1  0 -1  0  0  0  0  0 14.52847699          0.     163197.        0.        0.     
   514    2  1  0  1 -1  0  1  0  0  0  0  0 14.52848091          0.     503191.        0.        0.     
   515    3  1  0  1  0  0 -1  0  0  0  0  0 14.53311880     118040.          0.        0.        0.     
   516    2  1  0  1  0  0  0  0  0  0  0  0 14.53312076          0.    2230360.        0.        0.     
   517    2  1  0  1  0  1  0  0  0  0  0  0 14.53532717          0.     489591.        0.        0.     
   518    2  1  0  1  1  0 -1  0  0  0  0  0 14.53776061          0.   -2488755.        0.        0.     
   519    2  1  0  1  1  1 -1  0  0  0  0  0 14.53996702          0.    -625589.        0.        0.     
   520    3  1  0  2 -2  0  0  0  0  0  0  0 14.56490577     118040.          0.        0.        0.     
   521    2  1  0  2 -1 -1  0  0  0  0  0  0 14.56734118          0.    2230360.        0.        0.     
   522    2  1  0  2 -1  0  0  0  0  0  0  0 14.56954759          0.  -77069806.        0.    40799. CHI1
   523    2  1  0  2 -1  1  0  0  0  0  0  0 14.57175399          0.  -16918094.        0.        0.     
   524    2  1  0  2 -1  2  0  0  0  0  0  0 14.57396040          0.     394393.        0.        0.     
   525    3  1  0  2  0  0  0  0  0  0  0  0 14.57418940     318708.          0.        0.        0.     
   526    3  1  0  2  0  1  0  0  0  0  0  0 14.57639581    -200668.          0.        0.        0.     
   527    2  1  0  2  1  1  0  0  0  0  0  0 14.58103762          0.     339994.        0.        0.     
   528    2  1  0  2  1  2  0  0  0  0  0  0 14.58324403          0.     271995.        0.        0.     
   529    2  1  0  3 -1  0 -1  0  0  0  0  0 14.61061427          0.   -3291140.        0.        0.     
   530    2  1  0  3 -1  1 -1  0  0  0  0  0 14.61282067          0.    -761586.        0.        0.     
   531    2  1  1 -5  0  0  3  0  0  0  0  0 14.83573133          0.     190397.        0.        0.     
   532    2  1  1 -4  0  0  2  0  0  0  0  0 14.87679800          0.    5657498.        0.        0.     
   533    2  1  1  0  0  0  0  0 -2  0  0  0 14.90755459          0.    -108798.        0.        0.     
   534    2  1  1 -3  0 -1  1  0  0  0  0  0 14.91565828          0.   -1101580.        0.        0.     
   535    2  1  1 -3  0  0  1  0  0  0  0  0 14.91786468          0.  139411079.        0.  -407993. PI1 
   536    2  1  1 -3  0  0  0  0  0  0  1  0 14.92132644          0.     149597.        0.        0.     
   537    2  1  1 -3  2  0  1  0  0  0  0  0 14.92714831          0.    -122398.        0.        0.     
   538    2  1  1 -2  0 -2  0  0  0  0  0  0 14.95451855          0.    1944765.        0.        0.     
   539    2  1  1 -2  0 -1  0  0  0  0  0  0 14.95672495          0.  -26832315.        0.   -81599. P1x    
   540    2  1  1 -2  0  0  0  0  0  0  0  0 14.95893136          0. 2384132091.        0. -1128780. P1  
   541    2  1  1 -2  0  0  2  0  0  0  0  0 14.95893528          0.   -1523172.        0.        0.     
   542    3  1  1 -2  1 -1  0  0  0  0  0  0 14.96136677    -106236.          0.        0.        0.     
   543    3  1  1 -2  1  0  0  0  0  0  0  0 14.96357317     790868.          0.        0.        0.     
   544    3  1  1 -2  1  1  0  0  0  0  0  0 14.96577958    -106236.          0.        0.        0.     
   545    2  1  1 -2  2 -1  0  0  0  0  0  0 14.96600858          0.     176797.        0.        0.     
   546    2  1  1 -2  2  0  0  0  0  0  0  0 14.96821499          0.   -3576735.        0.        0.     
   547    2  1  1 -2  2  1  0  0  0  0  0  0 14.97042139          0.    -720787.        0.        0.     
   548    2  1  1 -1  0 -1 -1  0  0  0  0  0 14.99779163          0.     394393.        0.        0.     
   549    2  1  1 -1  0  0 -1  0  0  0  0  0 14.99999804          0.  -19950839.        0.    67999.     
   550    2  1  1 -1  0  0  1  0  0  0  0  0 15.00000196          0.  -56370981.        0.   203996. S1  
   551    2  1  1 -1  0  1  1  0  0  0  0  0 15.00220837          0.    1468773.        0.        0.     
   552    2  1  1  0 -2 -2  0  0  0  0  0  0 15.02737220          0.     163197.        0.        0.     
   553    2  1  1  0 -2 -1  0  0  0  0  0  0 15.02957861          0.   -1319176.        0.        0.     
   554    3  1  1  0 -1 -1  0  0  0  0  0  0 15.03422042    -637416.          0.        0.        0.     
   555    3  1  1  0 -1  0  0  0  0  0  0  0 15.03642683    4249437.          0.        0.        0.    
   556    2  1  1  0  0 -2  0  0  0  0  0  0 15.03665583          0.    -911184.        0.        0.     
   557    3  1  1  0 -1  1  0  0  0  0  0  0 15.03863323    -542984.          0.        0.        0.     
   558    2  1  1  0  0 -1  0  0  0  0  0  0 15.03886223          0.  142688620.        0.  -108798. K1x-   
   559    4  1  1  0  0 -1  0  0  0  0  0  0 15.03886223          0.    -105150.        0.        0.     
   560    2  1  1  0  0  0  0  0  0  0  0  0 15.04106864          0.-7206183301.        0.  3046345. K1  
   561    4  1  1  0  0  0  0  0  0  0  0  0 15.04106864          0.     988413.        0.        0.     
   562    2  1  1  0  0  0  2  0  0  0  0  0 15.04107256          0.     258395.        0.        0.     
   563    2  1  1  0  0  1  0  0  0  0  0  0 15.04327505          0. -977631923.        0.  -258395. K1x+   
   564    4  1  1  0  0  1  0  0  0  0  0  0 15.04327505          0.     115665.        0.        0.     
   565    2  1  1  0  0  2  0  0  0  0  0  0 15.04548145          0.   20984421.        0.        0.     
   566    3  1  1  0  1  0  0  0  0  0  0  0 15.04571045    1546323.          0.        0.        0.     
   567    3  1  1  0  1  1  0  0  0  0  0  0 15.04791686     637416.          0.        0.        0.     
   568    2  1  1  0  2  1  0  0  0  0  0  0 15.05255867          0.     190397.        0.        0.     
   569    2  1  1  0  2  2  0  0  0  0  0  0 15.05476508          0.     163197.        0.        0.     
   570    2  1  1  1  0 -1 -1  0  0  0  0  0 15.07992891          0.    -176797.        0.        0.     
   571    2  1  1  1  0  0 -1  0  0  0  0  0 15.08213532          0.  -56370981.        0.   176797. PSI1
   572    2  1  1  1  0  0  1  0  0  0  0  0 15.08213924          0.     856785.        0.        0.     
   573    2  1  1  1  0  1 -1  0  0  0  0  0 15.08434173          0.   -1019982.        0.        0.     
   574    2  1  1  2 -2  0  0  0  0  0  0  0 15.11392229          0.   -3576735.        0.        0.     
   575    2  1  1  2 -2  1  0  0  0  0  0  0 15.11612870          0.    -992782.        0.        0.     
   576    3  1  1  2 -1  0  0  0  0  0  0  0 15.11856411     283296.          0.        0.        0.     
   577    3  1  1  2 -1  1  0  0  0  0  0  0 15.12077051     106236.          0.        0.        0.     
   578    2  1  1  2  0  0 -2  0  0  0  0  0 15.12320200          0.   -1414374.        0.        0.     
   579    2  1  1  2  0  0  0  0  0  0  0  0 15.12320592          0. -102610145.        0.   149597. PHI1 
   580    2  1  1  2  0  1  0  0  0  0  0  0 15.12541233          0.    3930329.        0.        0.     
   581    2  1  1  2  0  2  0  0  0  0  0  0 15.12761873          0.    1944765.        0.        0.     
   582    2  1  1  2  0  3  0  0  0  0  0  0 15.12982514          0.     176797.        0.        0.     
   583    2  1  1  3 -2  0 -1  0  0  0  0  0 15.15498897          0.    -122398.        0.        0.     
   584    2  1  1  3  0  0 -1  0  0  0  0  0 15.16427260          0.   -5970292.        0.        0.     
   585    2  1  1  3  0  1 -1  0  0  0  0  0 15.16647901          0.     163197.        0.        0.     
   586    2  1  1  4  0  0 -2  0  0  0  0  0 15.20533928          0.    -244796.        0.        0.     
   587    2  1  2 -4  1 -1  0  0  0  0  0  0 15.42824601          0.    -435192.        0.        0.     
   588    2  1  2 -4  1  0  2  0  0  0  0  0 15.43045634          0.    -163197.        0.        0.     
   589    2  1  2 -3  0  0  0  0  0  0  0  0 15.46687924          0.    -176797.        0.        0.     
   590    2  1  2 -3  1  0  1  0  0  0  0  0 15.47152302          0.   -3291140.        0.        0.    
   591    2  1  2 -3  1  1  1  0  0  0  0  0 15.47372942          0.    -639188.        0.        0.     
   592    2  1  2 -2 -1 -2  0  0  0  0  0  0 15.49889325          0.     271995.        0.        0.     
   593    2  1  2 -2 -1 -1  0  0  0  0  0  0 15.50109966          0.   -2284759.        0.        0.     
   594    2  1  2 -2 -1  0  0  0  0  0  0  0 15.50330607          0.     394393.        0.        0.     
   595    3  1  2 -2  0 -1  0  0  0  0  0  0 15.50574147     200668.          0.        0.        0.     
   596    3  1  2 -2  0  0  0  0  0  0  0  0 15.50794788     897103.          0.        0.        0.     
   597    3  1  2 -2  0  1  0  0  0  0  0  0 15.51015429    -106236.          0.        0.        0.     
   598    2  1  2 -2  1 -1  0  0  0  0  0  0 15.51038329          0.    2461555.        0.        0.     
   599    2  1  2 -2  1  0  0  0  0  0  0  0 15.51258969          0.  -77056207.        0.    27200. TET1
   600    2  1  2 -2  1  1  0  0  0  0  0  0 15.51479610          0.  -15286124.        0.        0.     
   601    2  1  2 -2  1  2  0  0  0  0  0  0 15.51700251          0.     326394.        0.        0.     
   602    2  1  2 -1 -1  0  1  0  0  0  0  0 15.54437667          0.   -2475155.        0.        0.     
   603    2  1  2 -1 -1  1  1  0  0  0  0  0 15.54658308          0.    -421592.        0.        0.     
   604    2  1  2 -1  0  0  0  0  0  0  0  0 15.54901652          0.    2230360.        0.        0.     
   605    2  1  2 -1  0  1  0  0  0  0  0  0 15.55122293          0.     380793.        0.        0.     
   606    2  1  2 -1  1  0 -1  0  0  0  0  0 15.55365637          0.     516791.        0.        0.     
   607    3  1  2  0 -2  0  0  0  0  0  0  0 15.58080153     318708.          0.        0.        0.     
   608    2  1  2  0 -1 -1  0  0  0  0  0  0 15.58323694          0.   11804587.        0.        0.     
   609    2  1  2  0 -1  0  0  0  0  0  0  0 15.58544335          0. -402960714.        0.   163197. J1  
   610    4  1  2  0 -1  0  0  0  0  0  0  0 15.58544335          0.     136695.        0.        0.     
   611    2  1  2  0 -1  1  0  0  0  0  0  0 15.58764975          0.  -79898555.        0.        0.     
   612    3  1  2  0  0 -1  0  0  0  0  0  0 15.58787875    -920711.          0.        0.        0.     
   613    2  1  2  0 -1  2  0  0  0  0  0  0 15.58985616          0.    1686370.        0.        0.     
   614    2  1  2  0  0  0 -1  0  0  0  0  0 15.59008320          0.    -299195.        0.        0.     
   615    3  1  2  0  0  0  0  0  0  0  0  0 15.59008516   28471231.          0.   -23608.        0. J1x   
   616    3  1  2  0  0  1  0  0  0  0  0  0 15.59229157   11532501.          0.        0.        0.     
   617    3  1  2  0  0  2  0  0  0  0  0  0 15.59449797     956123.          0.        0.        0.     
   618    2  1  2  0  1  0  0  0  0  0  0  0 15.59472697          0.    6187888.        0.        0.    
   619    2  1  2  0  1  1  0  0  0  0  0  0 15.59693338          0.    3903129.        0.        0.     
   620    2  1  2  0  1  2  0  0  0  0  0  0 15.59913979          0.    2352757.        0.        0.     
   621    2  1  2  0  1  3  0  0  0  0  0  0 15.60134619          0.     353594.        0.        0.     
   622    2  1  2  1 -1  0 -1  0  0  0  0  0 15.62651003          0.    2067163.        0.        0.     
   623    2  1  2  1 -1  1 -1  0  0  0  0  0 15.62871643          0.     312794.        0.        0.     
   624    2  1  2  2 -1  0  0  0  0  0  0  0 15.66758063          0.    1604771.        0.        0.     
   625    2  1  2  2 -1  1  0  0  0  0  0  0 15.66978703          0.    1251177.        0.        0.     
   626    2  1  2  2 -1  2  0  0  0  0  0  0 15.67199344          0.     503191.        0.        0.     
   627    2  1  3 -4  0 -1  0  0  0  0  0  0 15.97262071          0.    -367193.        0.        0.     
   628    2  1  3 -4  0  0  2  0  0  0  0  0 15.97483104          0.    -258395.        0.        0.     
   629    2  1  3 -4  2  0  0  0  0  0  0  0 15.98411075          0.   -1251177.        0.        0.     
   630    2  1  3 -4  2  1  0  0  0  0  0  0 15.98631715          0.    -244796.        0.        0.     
   631    2  1  3 -3  0  0  1  0  0  0  0  0 16.01589772          0.   -4406320.        0.        0.     
   632    2  1  3 -3  0  1  1  0  0  0  0  0 16.01810413          0.    -843185.        0.        0.     
   633    2  1  3 -2 -2 -1  0  0  0  0  0  0 16.04547437          0.    -203996.        0.        0.     
   634    3  1  3 -2 -1  0  0  0  0  0  0  0 16.05232259     118040.          0.        0.        0.     
   635    2  1  3 -2  0 -1  0  0  0  0  0  0 16.05475799          0.   -2135161.        0.        0.     
   636    2  1  3 -2  0  0  0  0  0  0  0  0 16.05696440          0.  -66842791.        0.    40799. SO1 
   637    2  1  3 -2  0  1  0  0  0  0  0  0 16.05917081          0.  -13082963.        0.        0.     
   638    2  1  3 -2  0  2  0  0  0  0  0  0 16.06137721          0.     271995.        0.        0.     
   639    3  1  3 -2  1  0  0  0  0  0  0  0 16.06160621     908907.          0.        0.        0.     
   640    3  1  3 -2  1  1  0  0  0  0  0  0 16.06381262     365924.          0.        0.        0.     
   641    2  1  3 -2  2  0  0  0  0  0  0  0 16.06624803          0.     122398.        0.        0.     
   642    2  1  3 -1 -2  0  1  0  0  0  0  0 16.08875137          0.    -407993.        0.        0.     
   643    2  1  3 -1 -1  0  0  0  0  0  0  0 16.09339123          0.     353594.        0.        0.     
   644    2  1  3 -1  0  0 -1  0  0  0  0  0 16.09803108          0.     720787.        0.        0.     
   645    2  1  3 -1  0  0  1  0  0  0  0  0 16.09803500          0.    -666388.        0.        0.     
   646    2  1  3 -1  0  1  1  0  0  0  0  0 16.10024141          0.    -353594.        0.        0.     
   647    2  1  3  0 -2 -1  0  0  0  0  0  0 16.12761165          0.     788786.        0.        0.     
   648    2  1  3  0 -2  0  0  0  0  0  0  0 16.12981805          0.  -33020203.        0.    27200.    
   649    2  1  3  0 -2  1  0  0  0  0  0  0 16.13202446          0.   -6541482.        0.        0.     
   650    3  1  3  0 -1 -1  0  0  0  0  0  0 16.13225346    -153452.          0.        0.        0.     
   651    3  1  3  0 -1  0  0  0  0  0  0  0 16.13445987    4650773.          0.        0.        0.     
   652    3  1  3  0 -1  1  0  0  0  0  0  0 16.13666627    1876835.          0.        0.        0.     
   653    3  1  3  0 -1  2  0  0  0  0  0  0 16.13887268     153452.          0.        0.        0.     
   654    2  1  3  0  0  0  0  0  0  0  0  0 16.13910168          0. -220479213.        0.   353594. OO1 
   655    4  1  3  0  0  0  0  0  0  0  0  0 16.13910168          0.     178756.        0.        0.     
   656    2  1  3  0  0  1  0  0  0  0  0  0 16.14130809          0. -141233446.        0.   163197. OO1x    
   657    4  1  3  0  0  1  0  0  0  0  0  0 16.14130809          0.     105150.        0.        0.     
   658    2  1  3  0  0  2  0  0  0  0  0  0 16.14351449          0.  -29579465.        0.    13600.     
   659    2  1  3  0  0  3  0  0  0  0  0  0 16.14572090          0.   -1931165.        0.        0.     
   660    2  1  3  1 -2  0 -1  0  0  0  0  0 16.17088473          0.     326394.        0.        0.     
   661    2  1  3  1  0  0 -1  0  0  0  0  0 16.18016836          0.     761586.        0.        0.     
   662    2  1  3  1  0  1 -1  0  0  0  0  0 16.18237477          0.     312794.        0.        0.     
   663    2  1  3  2 -2  0  0  0  0  0  0  0 16.21195533          0.     652788.        0.        0.     
   664    2  1  3  2 -2  1  0  0  0  0  0  0 16.21416174          0.     394393.        0.        0.     
   665    2  1  4 -5  1  0  1  0  0  0  0  0 16.48741878          0.    -231196.        0.        0.     
   666    2  1  4 -4  1  0  0  0  0  0  0  0 16.52848545          0.   -2039963.        0.        0.     
   667    2  1  4 -4  1  1  0  0  0  0  0  0 16.53069186          0.    -394393.        0.        0.     
   668    2  1  4 -3 -1  0  1  0  0  0  0  0 16.56027243          0.    -775186.        0.        0.     
   669    2  1  4 -3 -1  1  1  0  0  0  0  0 16.56247883          0.    -149597.        0.        0.     
   670    2  1  4 -3  1  0  1  0  0  0  0  0 16.56955606          0.    -407993.        0.        0.     
   671    2  1  4 -3  1  1  1  0  0  0  0  0 16.57176246          0.    -231196.        0.        0.     
   672    2  1  4 -2 -1 -1  0  0  0  0  0  0 16.59913270          0.    -489591.        0.        0.     
   673    2  1  4 -2 -1  0  0  0  0  0  0  0 16.60133911          0.  -10594208.        0.        0.     
   674    2  1  4 -2 -1  1  0  0  0  0  0  0 16.60354551          0.   -2067163.        0.        0.     
   675    3  1  4 -2  0  0  0  0  0  0  0  0 16.60598092     779064.          0.        0.        0.     
   676    3  1  4 -2  0  1  0  0  0  0  0  0 16.60818733     318708.          0.        0.        0.     
   677    2  1  4 -2  1  0  0  0  0  0  0  0 16.61062273          0.   -8023855.        0.        0.     
   678    2  1  4 -2  1  1  0  0  0  0  0  0 16.61282914          0.   -5127107.        0.        0.     
   679    2  1  4 -2  1  2  0  0  0  0  0  0 16.61503555          0.   -1033581.        0.        0.     
   680    2  1  4 -1 -1  0 -1  0  0  0  0  0 16.64240578          0.     163197.        0.        0.     
   681    2  1  4 -1 -1  0  1  0  0  0  0  0 16.64240971          0.    -394393.        0.        0.     
   682    2  1  4 -1 -1  1  1  0  0  0  0  0 16.64461611          0.    -244796.        0.        0.     
   683    2  1  4 -1  0  0  0  0  0  0  0  0 16.64704956          0.     203996.        0.        0.     
   684    2  1  4 -1  0  1  0  0  0  0  0  0 16.64925597          0.     135998.        0.        0.     
   685    2  1  4  0 -3  0  0  0  0  0  0  0 16.67419276          0.   -2651952.        0.        0.     
   686    2  1  4  0 -3  1  0  0  0  0  0  0 16.67639917          0.    -530390.        0.        0.     
   687    3  1  4  0 -2  0  0  0  0  0  0  0 16.67883457     566592.          0.        0.        0.     
   688    3  1  4  0 -2  1  0  0  0  0  0  0 16.68104098     224276.          0.        0.        0.     
   689    2  1  4  0 -1  0  0  0  0  0  0  0 16.68347639          0.  -42213637.        0.    67999. NU1  
   690    2  1  4  0 -1  1  0  0  0  0  0  0 16.68568279          0.  -27036311.        0.    27200. NU1x    
   691    2  1  4  0 -1  2  0  0  0  0  0  0 16.68788920          0.   -5698297.        0.    13600.     
   692    3  1  4  0  0  0  0  0  0  0  0  0 16.68811820    1074163.          0.        0.        0.     
   693    2  1  4  0 -1  3  0  0  0  0  0  0 16.69009561          0.    -380793.        0.        0.     
   694    3  1  4  0  0  1  0  0  0  0  0  0 16.69032461     908907.          0.        0.        0.     
   695    3  1  4  0  0  2  0  0  0  0  0  0 16.69253101     283296.          0.        0.        0.     
   696    2  1  4  0  1  2  0  0  0  0  0  0 16.69717283          0.     163197.        0.        0.     
   697    2  1  4  1 -1  0 -1  0  0  0  0  0 16.72454306          0.     353594.        0.        0.     
   698    2  1  4  1 -1  1 -1  0  0  0  0  0 16.72674947          0.     190397.        0.        0.     
   699    2  1  4  2 -3  0  0  0  0  0  0  0 16.75633004          0.     135998.        0.        0.     
   700    2  1  5 -5  0  0  1  0  0  0  0  0 17.03179348          0.    -135998.        0.        0.     
   701    2  1  5 -4  0  0  0  0  0  0  0  0 17.07286016          0.   -1006382.        0.        0.     
   702    2  1  5 -4  0  1  0  0  0  0  0  0 17.07506657          0.    -190397.        0.        0.     
   703    2  1  5 -4  2  0  0  0  0  0  0  0 17.08214379          0.    -203996.        0.        0.     
   704    2  1  5 -3  0  0  1  0  0  0  0  0 17.11393076          0.    -475991.        0.        0.     
   705    2  1  5 -3  0  1  1  0  0  0  0  0 17.11613717          0.    -285595.        0.        0.     
   706    2  1  5 -2 -2  0  0  0  0  0  0  0 17.14571381          0.   -1264777.        0.        0.     
   707    2  1  5 -2 -2  1  0  0  0  0  0  0 17.14792022          0.    -244796.        0.        0.     
   708    3  1  5 -2 -1  0  0  0  0  0  0  0 17.15035563     177060.          0.        0.        0.     
   709    2  1  5 -2  0  0  0  0  0  0  0  0 17.15499744          0.   -6745478.        0.        0.     
   710    2  1  5 -2  0  1  0  0  0  0  0  0 17.15720385          0.   -4311122.        0.        0.     
   711    2  1  5 -2  0  2  0  0  0  0  0  0 17.15941025          0.    -897584.        0.        0.     
   712    2  1  5  0 -4  0  0  0  0  0  0  0 17.21856747          0.    -217596.        0.        0.     
   713    2  1  5  0 -2  0  0  0  0  0  0  0 17.22785109          0.   -5589499.        0.        0.     
   714    2  1  5  0 -2  1  0  0  0  0  0  0 17.23005750          0.   -3576735.        0.        0.     
   715    2  1  5  0 -2  2  0  0  0  0  0  0 17.23226391          0.    -761586.        0.        0.     
   716    3  1  5  0 -1  0  0  0  0  0  0  0 17.23249291     295100.          0.        0.        0.     
   717    3  1  5  0 -1  1  0  0  0  0  0  0 17.23469931     247884.          0.        0.        0.     
   718    3  1  5  0 -1  2  0  0  0  0  0  0 17.23690572      70824.          0.        0.        0.     
   719    2  1  6 -4 -1  0  0  0  0  0  0  0 17.61723487          0.    -203996.        0.        0.     
   720    2  1  6 -4  1  0  0  0  0  0  0  0 17.62651849          0.    -312794.        0.        0.     
   721    2  1  6 -4  1  1  0  0  0  0  0  0 17.62872490          0.    -203996.        0.        0.     
   722    2  1  6 -3 -1  0  1  0  0  0  0  0 17.65830547          0.    -122398.        0.        0.     
   723    2  1  6 -2 -3  0  0  0  0  0  0  0 17.69008852          0.    -135998.        0.        0.     
   724    2  1  6 -2 -1  0  0  0  0  0  0  0 17.69937215          0.   -1631970.        0.        0.     
   725    2  1  6 -2 -1  1  0  0  0  0  0  0 17.70157855          0.   -1047181.        0.        0.     
